dipt_id,nombre_listado,nombre_ficha,entidad,distrito_circunscripcion,principio_estimado,principio_ficha,entidad_ficha,distrito_ficha,curul,partido_estimado,email,suplente,licencia_en_listado,perfil_url,foto_src,partido_logo_src,foto_original_local,foto_png_bn,error_perfil
211,González Hernández Juan Antonio,JUAN ANTONIO GONZÁLEZ HERNÁNDEZ,Puebla,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Puebla,4,G-235,MORENA,juanantonio.gonzalez@diputados.gob.mx,Aurelio Flores Solano,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=211,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/091_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/104_211_gonzalez_hernandez_juan_antonio.png,static/img/diputados_lxvi_bn/104_211_gonzalez_hernandez_juan_antonio.png,
116,González Pérez Sandra Beatriz,SANDRA BEATRIZ GONZÁLEZ PÉREZ,Jalisco,Dtto. 12,Mayoria Relativa,Mayoría Relativa,Jalisco,12,K-413,MORENA,sandra.gonzalez@diputados.gob.mx,Lucía Ruvalcaba Jiménez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=116,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/078_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/105_116_gonzalez_perez_sandra_beatriz.png,static/img/diputados_lxvi_bn/105_116_gonzalez_perez_sandra_beatriz.png,
257,Graniel Zenteno Rosa Margarita,ROSA MARGARITA GRANIEL ZENTENO,Tabasco,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Tabasco,3,B-039,MORENA,rosa.graniel@diputados.gob.mx,María Bárbara López Castañeda,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=257,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/144_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/106_257_graniel_zenteno_rosa_margarita.png,static/img/diputados_lxvi_bn/106_257_graniel_zenteno_rosa_margarita.png,
396,Guerrero Pérez Eleazar,ELEAZAR GUERRERO PÉREZ,Veracruz,Circ. 3,Representacion Proporcional,Representación proporcional,,,D-106,MORENA,eleazar.guerrero@diputados.gob.mx,Ulises Rodríguez Landa,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=396,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/266_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/107_396_guerrero_perez_eleazar.png,static/img/diputados_lxvi_bn/107_396_guerrero_perez_eleazar.png,
255,Gutiérrez Bocanegra Julio Ernesto,JULIO ERNESTO GUTIÉRREZ BOCANEGRA,Tabasco,Dtto. 1,Mayoria Relativa,Mayoría Relativa,Tabasco,1,B-040,MORENA,julio.gutierrez@diputados.gob.mx,Luis Romeo Gurría Gurría,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=255,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/116_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/108_255_gutierrez_bocanegra_julio_ernesto.png,static/img/diputados_lxvi_bn/108_255_gutierrez_bocanegra_julio_ernesto.png,
474,Gutiérrez Luna Sergio Carlos,SERGIO CARLOS GUTIÉRREZ LUNA,Veracruz,Circ. 5,Representacion Proporcional,Representación proporcional,,,P-504,MORENA,sergio.gutierrez@diputados.gob.mx,Luis Euripides Alejandro Flores Pacheco,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=474,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/308_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/109_474_gutierrez_luna_sergio_carlos.png,static/img/diputados_lxvi_bn/109_474_gutierrez_luna_sergio_carlos.png,
306,Haces Barba Pedro Miguel,PEDRO MIGUEL HACES BARBA,Ciudad de México,Circ. 1,Representacion Proporcional,Representación proporcional,,,I-309,MORENA,pedro.haces@diputados.gob.mx,Erik Ricardo Osornio Medina,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=306,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/254_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/110_306_haces_barba_pedro_miguel.png,static/img/diputados_lxvi_bn/110_306_haces_barba_pedro_miguel.png,
52,Hernández Mirón Carlos,CARLOS HERNÁNDEZ MIRÓN,Ciudad de México,Dtto. 14,Mayoria Relativa,Mayoría Relativa,Ciudad de México,14,G-233,MORENA,carlos.miron@diputados.gob.mx,Luz Cristina Bravo López,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=52,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/059_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/111_52_hernandez_miron_carlos.png,static/img/diputados_lxvi_bn/111_52_hernandez_miron_carlos.png,
154,Hernández Pérez César Agustín,CÉSAR AGUSTÍN HERNÁNDEZ PÉREZ,México,Dtto. 30,Mayoria Relativa,Mayoría Relativa,México,30,I-317,MORENA,cesar.hernandez@diputados.gob.mx,Luis Vallejo Valverde,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=154,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/080_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/112_154_hernandez_perez_cesar_agustin.png,static/img/diputados_lxvi_bn/112_154_hernandez_perez_cesar_agustin.png,
262,Hernández Sáenz Claudia Alejandra,CLAUDIA ALEJANDRA HERNÁNDEZ SÁENZ,Tamaulipas,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Tamaulipas,2,A-011,MORENA,alejandra.hernandez@diputados.gob.mx,Diva Zuleica González Tijerina,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=262,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/139_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/113_262_hernandez_saenz_claudia_alejandra.png,static/img/diputados_lxvi_bn/113_262_hernandez_saenz_claudia_alejandra.png,
159,Hernández Tapia Arturo Roberto,ARTURO ROBERTO HERNÁNDEZ TAPIA,México,Dtto. 35,Mayoria Relativa,Mayoría Relativa,México,35,I-318,MORENA,arturo.hernandez@diputados.gob.mx,Felipe Vidal Gómez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=159,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/056_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/114_159_hernandez_tapia_arturo_roberto.png,static/img/diputados_lxvi_bn/114_159_hernandez_tapia_arturo_roberto.png,
9,Herrera Solórzano Gilberto,GILBERTO HERRERA SOLÓRZANO,Baja California,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Baja California,6,L-456,MORENA,gilberto.herrera@diputados.gob.mx,Alejandra Vianney Padilla Orozco,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=9,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/015_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/115_9_herrera_solorzano_gilberto.png,static/img/diputados_lxvi_bn/115_9_herrera_solorzano_gilberto.png,
278,Herrera Villavicencio Mónica,MÓNICA HERRERA VILLAVICENCIO,Veracruz,Dtto. 7,Mayoria Relativa,Mayoría Relativa,Veracruz,7,E-146,MORENA,monica.herrera@diputados.gob.mx,Yuriria Vivero Mendoza,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=278,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/213_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/116_278_herrera_villavicencio_monica.png,static/img/diputados_lxvi_bn/116_278_herrera_villavicencio_monica.png,
87,Higareda Segura Lucero,LUCERO HIGAREDA SEGURA,Guanajuato,Dtto. 13,Mayoria Relativa,Mayoría Relativa,Guanajuato,13,M-473,MORENA,lucero.higareda@diputados.gob.mx,Ivonne Nayeli Cabrera Ramírez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=87,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/024_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/117_87_higareda_segura_lucero.png,static/img/diputados_lxvi_bn/117_87_higareda_segura_lucero.png,
254,Higuera Esquer Alma Manuela,ALMA MANUELA HIGUERA ESQUER,Sonora,Dtto. 7,Mayoria Relativa,Mayoría Relativa,Sonora,7,C-070,MORENA,alma.higuera@diputados.gob.mx,Gricelda Lorena Soto Almada,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=254,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/154_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/118_254_higuera_esquer_alma_manuela.png,static/img/diputados_lxvi_bn/118_254_higuera_esquer_alma_manuela.png,
741,Jaime Ontiveros Sara,SARA JAIME ONTIVEROS,Sinaloa,Dtto. 1,Mayoria Relativa,Mayoría Relativa,Sinaloa,1,D-100,MORENA,sara.jaime@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=741,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/562_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/119_741_jaime_ontiveros_sara.png,static/img/diputados_lxvi_bn/119_741_jaime_ontiveros_sara.png,
41,Jiménez Godoy Gabriela Georgina,GABRIELA GEORGINA JIMÉNEZ GODOY,Ciudad de México,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Ciudad de México,3,I-311,MORENA,georgina.jimenez@diputados.gob.mx,Cristina Aline Galicia Chavarría,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=41,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/038_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/120_41_jimenez_godoy_gabriela_georgina.png,static/img/diputados_lxvi_bn/120_41_jimenez_godoy_gabriela_georgina.png,
201,Jiménez Vásquez Naty Poob Pijy,NATY POOB PIJY JIMÉNEZ VÁSQUEZ,Oaxaca,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Oaxaca,4,G-215,MORENA,naty.jimenez@diputados.gob.mx,Lucy Hernández Pérez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=201,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/152_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/121_201_jimenez_vasquez_naty_poob_pijy.png,static/img/diputados_lxvi_bn/121_201_jimenez_vasquez_naty_poob_pijy.png,
845,Jiménez J. Jesús,J. JESÚS JIMÉNEZ,Zacatecas,Circ. 2,Representacion Proporcional,Representación proporcional,,,G-227,MORENA,j.jesus.jimenez@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=845,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/545_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/122_845_jimenez_j_jesus.png,static/img/diputados_lxvi_bn/122_845_jimenez_j_jesus.png,
199,Juan Carlos Irma,IRMA JUAN CARLOS,Oaxaca,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Oaxaca,2,G-213,MORENA,irma.juan@diputados.gob.mx,Ana Elizabeth Estrada García,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=199,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/105_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/123_199_juan_carlos_irma.png,static/img/diputados_lxvi_bn/123_199_juan_carlos_irma.png,
258,Lastra Bastar Jaime Humberto,JAIME HUMBERTO LASTRA BASTAR,Tabasco,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Tabasco,4,E-141,MORENA,jaime.lastra@diputados.gob.mx,Emilio Antonio Contreras Martínez de Escobar,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=258,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/147_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/124_258_lastra_bastar_jaime_humberto.png,static/img/diputados_lxvi_bn/124_258_lastra_bastar_jaime_humberto.png,
770,Lobatón Corona Oscar,OSCAR LOBATÓN CORONA,Tlaxcala,Dtto. 2,Mayoria Relativa,Mayoría Relativa,Tlaxcala,2,H-266,MORENA,oscar.lobaton@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=770,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/567_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/125_770_lobaton_corona_oscar.png,static/img/diputados_lxvi_bn/125_770_lobaton_corona_oscar.png,
466,Lobo Román Víctor Hugo,VÍCTOR HUGO LOBO ROMÁN,Ciudad de México,Circ. 5,Representacion Proporcional,Representación proporcional,,,J-352,MORENA,victor.lobo@diputados.gob.mx,Omar Mariel Tripp Reyna,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=466,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/325_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/126_466_lobo_roman_victor_hugo.png,static/img/diputados_lxvi_bn/126_466_lobo_roman_victor_hugo.png,
7,López Gorosave Rocío,ROCÍO LÓPEZ GOROSAVE,Baja California,Dtto. 4,Mayoria Relativa,Mayoría Relativa,Baja California,4,M-498,MORENA,rocio.lopez@diputados.gob.mx,Adriana del Pilar Reyes García,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=7,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/005_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/127_7_lopez_gorosave_rocio.png,static/img/diputados_lxvi_bn/127_7_lopez_gorosave_rocio.png,
465,López Orozco Diana Isela,DIANA ISELA LÓPEZ OROZCO,México,Circ. 5,Representacion Proporcional,Representación proporcional,,,I-319,MORENA,diana.lopez@diputados.gob.mx,Graciela Pérez Romero,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=465,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/303_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/128_465_lopez_orozco_diana_isela.png,static/img/diputados_lxvi_bn/128_465_lopez_orozco_diana_isela.png,
387,López Santiago Herminia,HERMINIA LÓPEZ SANTIAGO,Oaxaca,Circ. 3,Representacion Proporcional,Representación proporcional,,,L-430,MORENA,herminia.lopez@diputados.gob.mx,Hilda Martínez Santiago,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=387,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/253_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/129_387_lopez_santiago_herminia.png,static/img/diputados_lxvi_bn/129_387_lopez_santiago_herminia.png,
426,López Vela Jaime Genaro,JAIME GENARO LÓPEZ VELA,Ciudad de México,Circ. 4,Representacion Proporcional,Representación proporcional,,,F-193,MORENA,jaime.lopez@diputados.gob.mx,Marco Antonio Temístocles Villanueva Ramos,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=426,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/298_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/130_426_lopez_vela_jaime_genaro.png,static/img/diputados_lxvi_bn/130_426_lopez_vela_jaime_genaro.png,
346,López de la Cruz Amalia,AMALIA LÓPEZ DE LA CRUZ,Aguascalientes,Circ. 2,Representacion Proporcional,Representación proporcional,,,A-012,MORENA,amalia.lopez@diputados.gob.mx,Sarahi García Antonio,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=346,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/259_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/131_346_lopez_de_la_cruz_amalia.png,static/img/diputados_lxvi_bn/131_346_lopez_de_la_cruz_amalia.png,
297,Luévano Cantú María Soledad,MARÍA SOLEDAD LUÉVANO CANTÚ,Zacatecas,Dtto. 1,Mayoria Relativa,Mayoría Relativa,Zacatecas,1,I-313,MORENA,maria.luevano@diputados.gob.mx,Argelia Jetzirah Aragón Galván,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=297,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/190_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/132_297_luevano_cantu_maria_soledad.png,static/img/diputados_lxvi_bn/132_297_luevano_cantu_maria_soledad.png,
120,Maldonado Chavarín Alberto,ALBERTO MALDONADO CHAVARÍN,Jalisco,Dtto. 16,Mayoria Relativa,Mayoría Relativa,Jalisco,16,L-453,MORENA,alberto.maldonado@diputados.gob.mx,Flavio Mendoza Rodríguez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=120,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/072_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/133_120_maldonado_chavarin_alberto.png,static/img/diputados_lxvi_bn/133_120_maldonado_chavarin_alberto.png,
133,Marin Rangel Ivan,IVAN MARIN RANGEL,México,Dtto. 9,Mayoria Relativa,Mayoría Relativa,México,9,J-339,MORENA,ivan.marin@diputados.gob.mx,Viridiana García González,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=133,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/495_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/134_133_marin_rangel_ivan.png,static/img/diputados_lxvi_bn/134_133_marin_rangel_ivan.png,
311,Martínez Montaño Karina Isabel,KARINA ISABEL MARTÍNEZ MONTAÑO,Sinaloa,Circ. 1,Representacion Proporcional,Representación proporcional,,,D-099,MORENA,karina.martinez@diputados.gob.mx,Rosa María Hernández Madero,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=311,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/247_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/135_311_martinez_montano_karina_isabel.png,static/img/diputados_lxvi_bn/135_311_martinez_montano_karina_isabel.png,
432,Mayer Bretón Sergio,SERGIO MAYER BRETÓN,Ciudad de México,Circ. 4,Representacion Proporcional,Representación proporcional,,,F-185,MORENA,sergio.mayer@diputados.gob.mx,Luis Morales Flores,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=432,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/314_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/136_432_mayer_breton_sergio.png,static/img/diputados_lxvi_bn/136_432_mayer_breton_sergio.png,
799,Mejía Haro Antonio,ANTONIO MEJÍA HARO,Zacatecas,Dtto. 3,Mayoria Relativa,Mayoría Relativa,Zacatecas,3,M-486,MORENA,antonio.mejia@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=799,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/565_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/137_799_mejia_haro_antonio.png,static/img/diputados_lxvi_bn/137_799_mejia_haro_antonio.png,
547,Mejía Méndez Roberto,ROBERTO MEJÍA MÉNDEZ,Ciudad de México,Dtto. 9,Mayoria Relativa,Mayoría Relativa,Ciudad de México,9,G-231,MORENA,roberto.mejia@diputados.gob.mx,,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=547,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/544_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/138_547_mejia_mendez_roberto.png,static/img/diputados_lxvi_bn/138_547_mejia_mendez_roberto.png,
462,Mendoza Arce Fernando,FERNANDO MENDOZA ARCE,México,Circ. 5,Representacion Proporcional,Representación proporcional,,,G-229,MORENA,fernando.mendoza@diputados.gob.mx,Marcos Pavel Ramírez Acevedo,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=462,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/280_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/139_462_mendoza_arce_fernando.png,static/img/diputados_lxvi_bn/139_462_mendoza_arce_fernando.png,
429,Mendoza Ramírez Eunice Abigail,EUNICE ABIGAIL MENDOZA RAMÍREZ,Hidalgo,Circ. 4,Representacion Proporcional,Representación proporcional,,,L-449,MORENA,eunice.mendoza@diputados.gob.mx,Nayairi Arce López,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=429,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/288_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/140_429_mendoza_ramirez_eunice_abigail.png,static/img/diputados_lxvi_bn/140_429_mendoza_ramirez_eunice_abigail.png,
252,Mendoza Ruiz Jacobo,JACOBO MENDOZA RUIZ,Sonora,Dtto. 5,Mayoria Relativa,Mayoría Relativa,Sonora,5,C-071,MORENA,jacobo.mendoza@diputados.gob.mx,Karina Teresita Zárate Félix,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=252,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/119_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/141_252_mendoza_ruiz_jacobo.png,static/img/diputados_lxvi_bn/141_252_mendoza_ruiz_jacobo.png,
118,Michel López Marcela,MARCELA MICHEL LÓPEZ,Jalisco,Dtto. 14,Mayoria Relativa,Mayoría Relativa,Jalisco,14,K-411,MORENA,marcela.michel@diputados.gob.mx,María Elena Ortega González,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=118,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/448_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/142_118_michel_lopez_marcela.png,static/img/diputados_lxvi_bn/142_118_michel_lopez_marcela.png,
279,Mier Acolt Jorge Alberto,JORGE ALBERTO MIER ACOLT,Veracruz,Dtto. 8,Mayoria Relativa,Mayoría Relativa,Veracruz,8,D-109,MORENA,jorge.mier@diputados.gob.mx,Luis Manuel Cervantes Alfonseca,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=279,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/178_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/143_279_mier_acolt_jorge_alberto.png,static/img/diputados_lxvi_bn/143_279_mier_acolt_jorge_alberto.png,
215,Mier Bañuelos Carlos Ignacio,CARLOS IGNACIO MIER BAÑUELOS,Puebla,Dtto. 8,Mayoria Relativa,Mayoría Relativa,Puebla,8,J-356,MORENA,carlos.mier@diputados.gob.mx,Eduardo Barojas Huerta,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=215,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/132_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/144_215_mier_banuelos_carlos_ignacio.png,static/img/diputados_lxvi_bn/144_215_mier_banuelos_carlos_ignacio.png,
145,Millán Contreras Iván,IVÁN MILLÁN CONTRERAS,México,Dtto. 21,Mayoria Relativa,Mayoría Relativa,México,21,I-321,MORENA,ivan.millan@diputados.gob.mx,Gabriela Calleja Corona,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=145,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/051_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/145_145_millan_contreras_ivan.png,static/img/diputados_lxvi_bn/145_145_millan_contreras_ivan.png,
259,Milland Pérez Beatriz,BEATRIZ MILLAND PÉREZ,Tabasco,Dtto. 5,Mayoria Relativa,Mayoría Relativa,Tabasco,5,B-038,MORENA,beatriz.milland@diputados.gob.mx,Vanessa Díaz Domínguez,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=259,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/157_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/146_259_milland_perez_beatriz.png,static/img/diputados_lxvi_bn/146_259_milland_perez_beatriz.png,
260,Mollinedo Cano Tey,TEY MOLLINEDO CANO,Tabasco,Dtto. 6,Mayoria Relativa,Mayoría Relativa,Tabasco,6,E-142,MORENA,tey.mollinedo@diputados.gob.mx,María Consuelo Cornelio Alcudia,False,https://sitl.diputados.gob.mx/LXVI_leg/curricula.php?dipt=260,https://sitl.diputados.gob.mx/LXVI_leg/fotos_lxviconfondo/151_foto_chica.jpg,https://sitl.diputados.gob.mx/LXVI_leg/images/morena.webp,static/img/diputados_lxvi_raw/147_260_mollinedo_cano_tey.png,static/img/diputados_lxvi_bn/147_260_mollinedo_cano_tey.png,
