expediente,categoria,numero,fragmento
SM-JIN-82/2024,nulidad,1,"os juicio s de inconformidad y , en su caso, lo planteado por el tercero interesado . En segundo lugar , en el contexto de lo alegado , se analizará la acreditación o no de las causas de nulidad de la votación en casilla planteada s por l os partido s impugnante s , así como la nulidad de la elección planteada po r el PRD. Cuestión previa Es preciso señalar que, en el caso de deficiencias y omisiones en la expresión de agravios, se tomarán en cuenta los deducidos claramente de los hechos expuestos, en ejercicio de la facultad que la ley confiere a esta Sala Regional para sup"
SM-JIN-82/2024,nulidad,2,silla Apartado preliminar . Universo de casillas impugnadas Apartado I . Decisión general Apartado II . Desarrollo y justificación de la decisión Tema i . Recepción de la votación por personas u órganos distintos a los legalmente autorizados 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valoración Tema ii . Permitir a personas ciudadanas sufragar sin credencial para votar o cuyo nombre no aparezca en la lista nominal de electores 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valoració
SM-JIN-82/2024,nulidad,3,zados 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valoración Tema ii . Permitir a personas ciudadanas sufragar sin credencial para votar o cuyo nombre no aparezca en la lista nominal de electores 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valoración Tema iii . Haber mediado dolo o error en la computación de los votos y siempre que ello sea determinante para el resultado de la votación 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valora
SM-JIN-82/2024,nulidad,4,es 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valoración Tema iii . Haber mediado dolo o error en la computación de los votos y siempre que ello sea determinante para el resultado de la votación 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valoración Tema iv . Análisis de la causal genérica de nulidad de elección 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valoración Apartado III . Efectos Resuelve Glosario B : Casilla Básica . C: Cont
SM-JIN-82/2024,nulidad,5,"s votos y siempre que ello sea determinante para el resultado de la votación 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valoración Tema iv . Análisis de la causal genérica de nulidad de elección 1. Criterio jurídico para analizar la causal de nulidad 2. Caso concretamente revisado 3. Valoración Apartado III . Efectos Resuelve Glosario B : Casilla Básica . C: Contigua . Coalición Sigamos Haciendo Historia: Coalición Sigamos Haciendo Historia integrada por Morena, el Partido Verde Ecologista de México y el Partido del Trabajo."
SM-JIN-82/2024,rp,1,"Medios de Impugnación en Materia Electoral . Ley General de Instituciones: Ley General de Instituciones y Procedimientos Electorales . mr : Mayoría relativa. PAN: Partido Acción Nacional. PRD: Partido de la Revolución Democrática. PVEM: Partido Verde Ec ologista de México. rp : Representación proporcional. Competencia Esta Sala Regional es competente para resolver l os presente s asunto s , porque se trata n de juicio s de inconformidad promovido s por partido s político s , contra los resultados de la elección de la diputación federal del distrito 0 1 con sede en Nuevo Laredo, T"
SM-JIN-82/2024,rp,2,"1 . El 2 de junio de 2024 [3] , se llevó a cabo la elección para renovar, entre otros cargos, l as diputaciones federales del Congreso de la Unión. 2 . El 7 de junio, el Consejo Distrital concluyó el cómputo de la elección de diputaciones por los principios de mayoría relativa y representación proporcional y, e n la misma fecha, entregó la constancia de mayoría y validez a la fórmula de candidaturas postulada por la Coalición Sigamos Haciendo Historia [4] . II. Juicios federales 1. Inconformes, el 9 y 1 0 de junio, el PRD y PAN , respectivamente, presentaron juicios de inconformid"
SM-JIN-109/2024,constancia_mayoria,1,"mil veint i cuatro . Sentencia definitiva que confirma , en lo que fue materia de controversia, el cómputo distrital de la elección de diputaciones federales por el principio de mayoría relativa y, en consecuencia, la declaración de validez de la elección y el otorgamiento de la constancia de mayoría y validez respectiva, realizados por el 04 Consejo Distrital del Instituto Nacional Electoral en el Estado de Coahuila de Zaragoza con sede en Saltillo, toda vez que las irregularidades hechas valer por los partidos políticos actores no generan la nulidad de la votación recibida"
SM-JIN-109/2024,constancia_mayoria,2,"el Congreso de la Unión. 1.2. Cómputo distrital. El siete de junio, el Consejo Distrital concluyó el cómputo de la elección en el 0 4 distrito electoral federal en el Estado de Coahuila de Zaragoza , con sede en Saltillo , en el que se declaró la validez de la elección y entregó constancia de mayoría y validez a la fórmula de la Coalición “ Fuerza y Corazón por México ” . Los resultados obtenidos fueron los siguientes: Votación por candidaturas Partidos políticos y coaliciones Votación Coalición ""Fuerza y Corazón por México ” 111,415 Cincuenta once mil cuatrocientos quince C"
SM-JIN-109/2024,constancia_mayoria,3,"resado en ambos juicios . 2. COMPETENCIA Esta Sala Regional es competente para conocer y resolver los presentes juicios de inconformidad promovidos contra los resultados consignados en el acta de cómputo distrital, la declaración de validez de la elección y el otorgamiento de la constancia de mayoría y validez, respecto de la elección de diputaciones federales en el 0 4 distrito electoral federal en Coahuila de Zaragoza ; supuesto previsto expresamente para conocimiento y resolución de este órgano jurisdiccional. Lo anterior, con fundamento en los artículos 176, fracción II,"
SM-JIN-109/2024,nulidad,1,"La persona electora ejerció su voto sin credencial para votar y/o sin aparecer en la lista nominal de electores o listas adicionales 3 1768 C2 La persona electora ejerció su voto sin credencial para votar y/o sin aparecer en la lista nominal de electores o listas adicionales 4) Nulidad de la elección por violaciones sustanciales en la jornada electoral La parte actora solicita la nulidad de la elección, en tanto que, indebidamente, se consideró válida la votación recibida en las mesas directivas de casilla instaladas el pasado dos de junio, cuando, desde su perspectiva, la v"
SM-JIN-109/2024,nulidad,2,"lectores o listas adicionales 3 1768 C2 La persona electora ejerció su voto sin credencial para votar y/o sin aparecer en la lista nominal de electores o listas adicionales 4) Nulidad de la elección por violaciones sustanciales en la jornada electoral La parte actora solicita la nulidad de la elección, en tanto que, indebidamente, se consideró válida la votación recibida en las mesas directivas de casilla instaladas el pasado dos de junio, cuando, desde su perspectiva, la votación se encontraba viciada por la indebida intervención del gobierno federal. En ese contexto, entre"
SM-JIN-109/2024,nulidad,3,"lida la votación recibida en las mesas directivas de casilla instaladas el pasado dos de junio, cuando, desde su perspectiva, la votación se encontraba viciada por la indebida intervención del gobierno federal. En ese contexto, entre otros aspectos, sostiene debe determinarse la nulidad de la elección, por vulneración a los principios de neutralidad y equidad, que se traduce en una implícita trasgresión de los principios rectores de la elección; a saber, que sean libres, auténticas y periódicas, mediante voto universal, libre, secreto y directo, así como los derechos de parti"
SM-JIN-109/2024,nulidad,4,"votación recibida previstas en los incisos e), f) y g) del artículo 75, de la Ley de Medios , conforme a lo siguiente: 1) Nulidad de votación en treinta y dos [ 32 ] casilla s por recibirla personas u órganos distintos a los facultados para ell o [causal e)] El PRD hace valer la causal de nulidad de la votación recibida en casilla, prevista en el artículo 75, párrafo 1, inciso e) , de la Ley de Medios, en relación con lo establecido en el artículo 274, numeral 1, incisos a) y f) , de la LEGIPE , pues afirma se recibió la votación en las siguientes casillas por personas n"
SM-JIN-109/2024,nulidad,5,"1776 C3 22. 1776 C4 23. 1777 C4 24. 1778 C4 25. 1780 C2 26. 1783 C1 27. 1783 C3 28. 1784 C1 29. 1790 C3 30. 1791 C1 31. 1792 C1 32. 1832 C2 2) Nulidad de votación recibida en casilla, por haber mediado dolo o error en la computación de los votos [causal f)] El PRD h ace valer la causal de nulidad de votación recibida en casilla, prevista en el artículo 75, inciso f), de la Ley de Medios , consistente en error o dolo en la computación de la votación, bajo el argumento de la existencia de anomalías en el sistema de carga de la información de los cómputos distritales que, a"
SM-JIN-146/2024,constancia_mayoria,1,"Nuevo León, a 28 de junio de 202 4 . Sentencia de la Sala Monterrey , respecto a la elección de la diputación federal con sede en Nuevo Laredo , Tamaulipas (distrito 01) , en la que se desecha de plano , por extemporánea , la demanda presentada por el PRI contra la entrega de la constancia de mayoría y validez a la fórmula ganadora de diputación federal postulada por la Coalición “ Sigamos Haciendo Historia ” . Lo anterior , porque el cómputo de la elección en cuestión concluyó el 7 de junio del año en curso y , en esa misma fecha , se entregó la constancia de mayoría corres"
SM-JIN-146/2024,constancia_mayoria,2,"ncipio de representación proporcional. Sala Superior: Sala Superior del Tribunal Electoral del Poder Judicial de la Federación. Competencia Esta Sala Regional es competente para resolver el presente juicio de inconformidad promovido por un partido político , contra la entrega de constancia de mayoría y validez de la elección de diputación federal del distrito 01 con sede en Nuevo Laredo, Tamaulipas, entidad federativa que se ubica dentro de la Segunda Circunscripción Plurinominal Electoral sobre la cual este tribunal ejerce jurisdicción [1] . Antecedentes [2] 1. El 2 de juni"
SM-JIN-146/2024,constancia_mayoria,3,"2024 [3] , se llevó a cabo la elección para renovar, entre otros cargos, las diputaciones federales del Congreso de la Unión. 2. El 7 d e junio, el Consejo Distrital concluyó el cómputo de la elección de diputaciones por los principios de mr y rp y, en la misma fecha, entregó la constancia de mayoría y validez a la fórmula de candidaturas postulada por la Coalición “ Sigamos Haciendo Historia ” [4] . 3 . Inconforme, el 1 2 de junio, el PRI presentó juicio de inconformidad contra la entrega de la constancia de mayoría y validez a la fórmula de candidatura a diputación federal"
SM-JIN-146/2024,constancia_mayoria,4,"los principios de mr y rp y, en la misma fecha, entregó la constancia de mayoría y validez a la fórmula de candidaturas postulada por la Coalición “ Sigamos Haciendo Historia ” [4] . 3 . Inconforme, el 1 2 de junio, el PRI presentó juicio de inconformidad contra la entrega de la constancia de mayoría y validez a la fórmula de candidatura a diputación federal postulada por la Coalición “ Sigamos Haciendo Historia ” , al considerar, en esencia, la existencia de una supuesta afectación a la autenticidad del sufragio y un fraude a la Constitución General, derivado de que Morena"
SM-JIN-146/2024,constancia_mayoria,5,"amiento Apartado I . Decisión general Esta Sala Monterrey considera que , respecto a la elección de la diputación federal con sede en Nuevo Laredo , Tamaulipas (distrito 01) , debe desecha rse de plano , por extemporánea , la demanda presentada por el PRI contra la entrega de la constancia de mayoría y validez a la fórmula ganadora de diputación federal postulada por la Coalición “ Sigamos Haciendo Historia ” . Lo anterior, porque el cómputo de la elección en cuestión concluyó el 7 de junio del año en curso y , en esa misma fecha , se entregó la constancia de mayoría corresp"
SM-JIN-146/2024,nulidad,1,"ón de diputaciones de mr cuando se impugnan los resultados de las actas de cómputo distrital, las declaraciones de validez de las elecciones y el otorgamiento de las constancias de mayoría y validez respectivas , por nulidad de la votación recibida en una o varias casillas o por nulidad de la elección (artículo 50, párrafo 1, inciso b ), fracci o n es I y II [11] ). Asimismo, de manera concreta, establece que el juicio de inconf ormidad debe presentarse dentro de los 4 días contados a partir del día siguiente de que concluya el cómputo correspondiente ( artículo 55, párrafo 1"
SM-JIN-146/2024,nulidad,2,"rincipio de mayoría relativa: I. Los resultados consignados en las actas de cómputo distrital, las declaraciones de validez de las elecciones y el otorgamiento de las Constancias de Mayoría y Validez respectivas, por nulidad de la votación recibida en una o varias casillas o por nulidad de la elección; II. Las determinaciones sobre el otorgamiento de las Constancias de Mayoría y Validez respectivas; y [12] Artículo 55 . 1 . La demanda del juicio de inconformidad deberá presentarse dentro de los cuatro días contados a partir del día siguiente de que concluya la práctica de los"
SM-JIN-146/2024,rp,1,"Tamaulipas, con sede en Nuevo Laredo . Ley de Medios de Impugnación: Ley General del Sistema de Medios de Impugnación en Materia Electoral. mr : Principio de mayoría relativa. PRI : Partido Revolucionario Institucional. PVEM: Partido Verde Ecologista de México. rp : Principio de representación proporcional. Sala Superior: Sala Superior del Tribunal Electoral del Poder Judicial de la Federación. Competencia Esta Sala Regional es competente para resolver el presente juicio de inconformidad promovido por un partido político , contra la entrega de constancia de mayoría y validez de la"
ST-JDC-69/2024,inelegibilidad,1,"justificación para otorgar apoyos, constancias, y documentos que emanan del mismo instituto político, no se brinda la certeza a la militancia de ser respetados los derechos de la igualdad, inclusión y no discriminación. Por tanto, considera que como cumple con los requisitos de elegibilidad (que sostiene anexa a su demanda) establecidos en la Constitución federal y leyes federales, y acredita haber solicitado con considerable antelación haber manifestado su intención de postularse y participar en el proceso interno de selección de candidatos a diputado federal al a"
ST-JDC-69/2024,inelegibilidad,2,"icación para otorgar apoyos, constancias, y documentos que emanan del mismo instituto político, no se brinda la certeza a la militancia de ser respetados los derechos de la igualdad, inclusión y no discriminación. Asimismo, señala que toda vez que él cumple con los requisitos de elegibilidad establecidos en la Constitución federal y leyes federales , así como que acredita haber solicitado con considerable antelación y que no se le otorg ó la candidatura por una cuestión imputable a su persona, lo que revela un trato diferenciado . Marco normativo aplicable Este órga"
ST-JIN-85/2024,constancia_mayoria,1,". [1] Sentencia de la Sala Regional Toluca del Tribunal Electoral del Poder Judicial de la Federación que confirma el cómputo de la elección de diputaciones de mayoría relativa en el 0 3 Distrito Electoral Federal en el Estado de México , así como la declaración de validez y la constancia de mayoría. ANTECEDENTES I . De la narración de hechos que el representante del partido político actor hace en su escrito de demanda, así como de las constancias que obran en autos, se advierte lo siguiente: 1 . Jornada electoral . El dos de junio de dos mil veinticuatro, se llevó a cabo l"
ST-JIN-85/2024,constancia_mayoria,2,"ntos ochenta y dos 19,546 Cuatrocientos setenta y tres CANDIDATURAS NO REGISTRADAS 224 Doscientos veinticuatro VOTOS NULOS 6,061 Seis mil sesenta y uno Concluido el cómputo, el consejo responsable declaró la validez de la elección de diputaciones de mayoría relativa y expidió la constancia de mayoría y validez a favor de la fórmula de candidaturas postuladas por la Coalición “ Juntos Sigamos Haciendo Historia ” . II. Juicio de inconformidad . En contra de los resultados que arrojó el cómputo distrital, la declaración de validez y la expedición de las constancias de mayoría y"
ST-JIN-85/2024,constancia_mayoria,3,"us calami, pues el partido actor claramente refiere controvertir la elección de diputaciones de mayoría relativa del distrito indicado. 2. Falta de definitividad El planteamiento de Morena se desestima porque parte de la premisa de que se controvierte la declaración de validez y constancia de mayoría de las elecciones presidencial y senaduría, lo cual, como se indicó, no es así. Por otro lado, en cuando a la declaración de validez y constancia de mayoría de la elección de diputación impugnada, se trata de un acto definitivo para efectos de procedencia del juicio de inconform"
ST-JIN-85/2024,constancia_mayoria,4,"idad El planteamiento de Morena se desestima porque parte de la premisa de que se controvierte la declaración de validez y constancia de mayoría de las elecciones presidencial y senaduría, lo cual, como se indicó, no es así. Por otro lado, en cuando a la declaración de validez y constancia de mayoría de la elección de diputación impugnada, se trata de un acto definitivo para efectos de procedencia del juicio de inconformidad, pues no existe un medio de impugnación o recurso que pueda modificar tales actos antes de acudir a este juicio. QUINTO . Requisitos generales y especia"
ST-JIN-85/2024,constancia_mayoria,5,"circunstanciado. Requisitos especiales. El escrito de demanda satisface los requisitos especiales, toda vez que se impugnan los resultados del cómputo distrital de la elección de diputaciones federales de mayoría relativa, su declaración de validez, así como la expedición de la constancia de mayoría respectiva, realizados por el 0 3 Consejo Distrital del INE en el Estado de México . Asimismo, se precisan de manera individualizada las casillas cuya votación solicita sea anulada ; la causal de nulidad que se invoca en cada caso , así como la pretensión de nulidad de la elecci"
ST-JIN-85/2024,nulidad,1,"onstancia de mayoría respectiva, realizados por el 0 3 Consejo Distrital del INE en el Estado de México . Asimismo, se precisan de manera individualizada las casillas cuya votación solicita sea anulada ; la causal de nulidad que se invoca en cada caso , así como la pretensión de nulidad de la elección . SEXTO . Precisión del acto impugnado. El promovente señala impugnar los resultados del acta de cómputo distrital, la declaración de validez y el otorgamiento de la constancia de mayoría en el mencionado distrito de la elección de diputación federal, por mayoría relativa. En es"
ST-JIN-85/2024,nulidad,2,"va. SÉPTIMO. Estudio de fondo. La parte actora sostiene nulidad de casillas y pretensión de nulidad de elección. En tal sentido el estudio se hará, primero , respecto de la nulidad de casillas, ya que podría afectar el cómputo y es necesario tener ese dato firme para analizar la nulidad de la elección . En el análisis de los agravios se tomarán en cuenta las actas de jornada, de escrutinio y hojas de incidentes, así como los encartes y la demás documentación oficial de las casillas, las cuales se toman como documentales públicas con pleno valor probatorio, de acuerdo a lo pre"
ST-JIN-85/2024,nulidad,3,"yoría relativa, su declaración de validez, así como la expedición de la constancia de mayoría respectiva, realizados por el 0 3 Consejo Distrital del INE en el Estado de México . Asimismo, se precisan de manera individualizada las casillas cuya votación solicita sea anulada ; la causal de nulidad que se invoca en cada caso , así como la pretensión de nulidad de la elección . SEXTO . Precisión del acto impugnado. El promovente señala impugnar los resultados del acta de cómputo distrital, la declaración de validez y el otorgamiento de la constancia de mayoría en el mencion"
ST-JIN-85/2024,nulidad,4,"AS E N EL ARTÍCULO 75, PÁRRAFO 1, DE LA LEY DE MEDIOS A B C D E F G H I J K 1 422 C-3 X 2 423 C-1 X 3 425 B1 X 4 2219-E1 X 5 2344-B1 X 6 2347-C1 X 7 2361-E1 X 8 2361-E2 X TOTAL 6 1 1 Cabe señalar que, en la demanda, el PRD refiere que en la casilla 2344 básica 1, se actualiza la causal de nulidad prevista en el artículo 75, párrafo 1, inciso f), de la Ley de Medios. Sin embargo, de una lectura detenida del agravio expresado, esta Sala Regional advierte que no dirige ningún argumento en ese sentido y que el hecho de que se mencione la causal del inciso f) se debe a un err"
ST-JIN-85/2024,nulidad,5,"entara la persona que ostente la presidencia , entonces ést a integrará la mesa directiva de casilla nombrando a l as personas funcionari a s de entre l a ciudadanía elector a que se encuentren en la casilla , quienes deben estar en la lista nominal de la sección. Ahora bien, la causal de nulidad se entenderá actualizada cuando se acredite que la votación, efectivamente, se recibió por personas distintas a las facultadas conforme a la ley, sea que hayan sido designadas durante la etapa de preparación de la elección, en el procedimiento relativo a la integración de las me"
ST-RAP-50/2024,fiscalizacion,1,"A AGUILAR GONZÁLEZ Toluca de Lerdo, Estado de México a dos de agosto de dos mil veinticuatro. V I S T O S , para resolver los autos del recurso de apelación interpuesto por MORENA a fin de impugnar la resolución INE/CG838/2024 , que declaró fundado el procedimiento en materia de fiscalización INE/Q- COF-UTF/91/2024 , instaurando en contra del mencionado partido político y su aspirante y/o precandidato a Diputado Federal por el Distrito Electoral 06 en Michoacán, correspondiente al proceso electoral concurrente ordinario 2023-2024; y, R E S U L T A N D O I. Antecedent"
ST-RAP-50/2024,fiscalizacion,2,"del Instituto Nacional Electoral . El veinte de julio de dos mil veintitrés, en sesión extraordinaria, el Consejo General del Instituto Nacional Electoral aprobó el acuerdo INE/CG429/2023 , por el cual se determinaron los lineamientos para la contabilidad, rendición de cuentas y fiscalización, así como los gastos que se consideran como de apoyo de la ciudadanía y precampaña correspondientes a los procesos electorales federales y locales concurrentes 2023-2024, así como los procesos extraordinarios que se pudieran derivar. 2. Sesión ordinaria . El veinticinco de agost"
ST-RAP-50/2024,fiscalizacion,3,"les concurrentes 2023-2024, así como los procesos extraordinarios que se pudieran derivar. 2. Sesión ordinaria . El veinticinco de agosto del dos mil veintitrés, el Consejo General del Instituto Nacional Electoral aprobó el acuerdo INE/CG502/2023 , referente a los plazos para la fiscalización de los informes de ingresos y gastos correspondiente a los periodos de obtención del apoyo de la ciudadanía, precampañas y campañas de los procesos electorales federal y locales concurrentes 2023-2024. 3. Queja . El veintisiete de enero del dos mil veinticuatro, la Junta Ejecuti"
ST-RAP-50/2024,fiscalizacion,4,"procedimiento y emplazó al MORENA . 5. Resolución del Consejo General -Acto impugnado- ( INE/CG838/2024) . El veintisiete de junio de dos mil veinticuatro, el Consejo General del Instituto Nacional Electoral, entre otras cuestiones, declaró fundado el procedimiento en materia de fiscalización INE/Q-COF- UTF/91/2024, promovido en contra de MORENA y Alejandro Correa Gómez, en su carácter de aspirante y/o precandidato a Diputado Federal por el Distrito Electoral 06 en Michoacán, correspondiente al proceso electoral concurrente ordinario 2023-2024. 6. Notificación de la"
ST-RAP-50/2024,fiscalizacion,5,"inominal es competente para conocer y resolver el presente medio de impugnación, por tratarse de un recurso de apelación interpuesto con el fin de controvertir una resolución del Consejo General del Instituto Nacional Electoral, que declaró fundado un procedimiento en materia de fiscalización incoado en contra de MORENA y su aspirante y/o precandidato a Diputado Federal por el Distrito Electoral 06, en el Estado de Michoacán, entidad federativa que pertenecen a la Circunscripción en la que esta Sala Regional ejerce jurisdicción y acto sobre el cual es competente para"
ST-RAP-50/2024,propaganda,1,"ón Democrática en contra del MORENA y su aspirante y/o precandidato a Diputado Federal por el Distrito 06 en esa Entidad Federativa, denunciando la presunta colocación de espectaculares que no incluían el registro ID-INE ; omisión de reportar gastos y la donación de una lona con propaganda electoral en apoyo a la referida precandidatura, la realización de diversos eventos en distintos municipios de ese distrito electoral y la omisión de registrar los mismos en el módulo correspondiente. 4. Notificación . El ocho de febrero del año en curso, la Junta Ejecutiva Dist"
ST-RAP-50/2024,propaganda,2,"sia del asunto radicó en determinar si el partido político actor, así como una persona ciudadana, presunto aspirante y/o precandidato a Diputado Federal por ese partido político, incurrieron en la presunta omisión de reportar gastos, así como reportar la donación de una lona con propaganda electoral en apoyo a su precandidatura y la realización de diversos eventos en distintos municipios del Distrito Electoral 06, en el Estado de Michoacán. Que a decir de la parte actora en la queja primigenia beneficiaron la precandidatura de la persona señalada y consideró const"
ST-RAP-50/2024,propaganda,3,"RENA y a una persona ciudadana presunto aspirante y/o precandidato a Diputado Federal por ese partido político, por la presunta colocación de espectaculares que no incluyeron en el registro ID-NE , la omisión de reportar gastos, la omisión de reportar la donación de una lona con propaganda electoral en apoyo a su precandidatura , la realización de diversos eventos en distintos municipios del Distrito Electoral 06, en el Estado de Michoacán, promoviendo su candidatura y la omisión de registrar los mismos en el módulo correspondiente. Posteriormente, la autoridad re"
ST-RAP-50/2024,propaganda,4,"ingresos o gastos reportados por el concepto denunciado por la parte quejosa. En ese sentido, la autoridad responsable solicitó a la Dirección del Secretariado de la Secretaría Ejecutiva del Instituto Nacional Electoral realizar inspección ocular respecto de la existencia de la propaganda mencionada. Mediante el acta circunstanciada respectiva, la responsable mencionó que la Vocalía del Secretariado de la Junta Distrital Ejecutiva 06 del Instituto Nacional Electoral en el Estado de Michoacán hizo constar la existencia de la lona denunciada ; también las medidas q"
ST-RAP-50/2024,propaganda,5,"a; así como que la encontró colocada en la estructura de unas gradas de la plaza de toros “ La Favorita ” de Huandacareo, Michoacán . Al respecto, la responsable señaló que de conformidad con el artículo 207, numeral 1, inciso b), y numeral 8, del Reglamento de Fiscalización, la propaganda denunciada cumplió con las características y dimensión para ser considerada un espectacular . En tal virtud, el Consejo General del Instituto Nacional Electoral requirió a la Dirección de Auditoría le indicara si dentro del Sistema Integral de Fiscalización se encontraba registr"
ST-RAP-74/2024,fiscalizacion,1,"lver los autos de l os recurso s de apelación citado al rubro, promovido s por el partido MORENA [2] a fin de impugnar la resolución INE/CG1098/2024 del Consejo General del Instituto Nacional Electoral, respecto del procedimiento administrativo sancionador de queja en materia de fiscalización con el número de expediente INE/Q-COF - UTF/1351/2024 , y R E S U L T A N D O I. Antecedentes. De l a demanda y las constancias d el expediente, se advierte n : 1. Escrito de queja . El 16 de mayo, José Alejandro Lorenzo González, en su carácter de Representante Propietario de M"
ST-RAP-74/2024,fiscalizacion,2,"e n : 1. Escrito de queja . El 16 de mayo, José Alejandro Lorenzo González, en su carácter de Representante Propietario de Morena ante la Junta Distrital Ejecutiva 10 del Instituto Nacional Electoral en Morelia , presentó queja ante la Oficialía de Partes de la Unidad Técnica de Fiscalización , en contra de la coalición “Fuerza y Corazón por México” conformada por los partidos políticos Acción Nacional, Revolucionario Institucional y Revolución Democrática, así como su otrora candidato a la Diputación Federal del Distrito 10 en Morelia, Michoacán de Ocampo, David Ale"
ST-RAP-74/2024,fiscalizacion,3,"plazó a los sujetos denunciados. P osterior mente el 11 de julio se cerró instrucción. 3. R esolución —Acto impugnado— . El 22 de julio, el Consejo General del INE aprobó la resolución INE/CG 1098 /2024 respecto del procedimiento administrativo sancionador de queja en materia de fiscalización . II. Recurso s de apelación. Inconforme, e l 2 y 3 de agosto , el representante de MORENA ante la 10 Junta Distrital Ejecutiva del INE en Morelia, Michoacán , promovió , vía correo electrónico y en físico , recurso s de apelación ante el Instituto , los cuales , fue ron recibid"
ST-RAP-74/2024,fiscalizacion,4,"ión citado al rubro, promovido s por el partido MORENA [2] a fin de impugnar la resolución INE/CG1098/2024 del Consejo General del Instituto Nacional Electoral, respecto del procedimiento administrativo sancionador de queja en materia de fiscalización con el número de expediente INE/Q-COF - UTF/1351/2024 , y R E S U L T A N D O I. Antecedentes. De l a demanda y las constancias d el expediente, se advierte n : 1. Escrito de queja . El 16 de mayo, José Alejandro Lorenzo González, en su carácter de Representante Propietario de Morena ante la Junta Distrital Ejecutiv"
ST-RAP-74/2024,fiscalizacion,5,"nciando la presunta omisión de reportar gastos y la subvaluación de diversos gastos, tales, como de transporte, pago de personal y utilitarios, en el marco del Proceso Electoral Federal Ordinario 2023-2024. 2. Sustanciación . El 20 de mayo, se integró con el número de expediente INE/Q-COF - UTF/1351/2024 , se admitió y se emplazó a los sujetos denunciados. P osterior mente el 11 de julio se cerró instrucción. 3. R esolución —Acto impugnado— . El 22 de julio, el Consejo General del INE aprobó la resolución INE/CG 1098 /2024 respecto del procedimiento administrativ"
SRE-PSC-565/2024,propaganda,1,"ENA , por la presunta vulneración a los principios de imparcialidad, neutralidad y equidad, promoción personalizada, el uso indebido de recursos públicos y vulneración a los tiempos de difusión del informe anual de actividades. 3. Lo anterior, derivado de la supuesta difusión de propaganda electoral a través de pinta de bardas y espectaculares relativos a su informe de labores, en diversos municipios de Baja California fuera de la temporalidad permitida por la normativa . 4. Asimismo, solicitó el dictado de medidas cautelares. 5. 2 . Registro e incompetencia feder"
SRE-PSC-565/2024,propaganda,2,"petente para resolver el procedimiento especial sancionador [13] , porque se denunció la supuesta vulneración de los principios de neutralidad, imparcialida d y equidad; el uso indebido de recursos públicos; la promoción personalizada y la vulneración a las reglas de difusión de propaganda relativa al informe de labores de una diputación federal fuera de los plazos establecidos en la ley . SEGUNDA. Causales de improcedencia y vulneraciones procesales . Causales de improcedencia 21. Julieta Andrea Ramírez Padilla solicitó que se desestime el análisis de fondo del a"
SRE-PSC-565/2024,propaganda,3,orio que Julieta Andrea Ramírez Padilla era candidata a una senaduría por MORENA [21] .  Segundo informe de labores legislativas . 33. Julieta Andrea Ramírez Padilla rindió su primer informe de actividades el 17 de febrero y el segundo el 27 de octubre [22] .  Existencia de la propaganda denunciada. 34. De las diversas constancias se aprecia que se certificó la existencia de 3 bardas [23] con mensajes alusivos a su informe de actividades como diputa da federal : Acta Lugar Número y tipo de propaganda INE/BC/JLE/VS/OE/0154/2024 [24] Mexicali No se localizó propag
SRE-PSC-565/2024,propaganda,4,ebrero y el segundo el 27 de octubre [22] .  Existencia de la propaganda denunciada. 34. De las diversas constancias se aprecia que se certificó la existencia de 3 bardas [23] con mensajes alusivos a su informe de actividades como diputa da federal : Acta Lugar Número y tipo de propaganda INE/BC/JLE/VS/OE/0154/2024 [24] Mexicali No se localizó propaganda en cinco ubicaciones. INE/OE/BC/JDE-02/AC01/2024 [25] 1 barda INE/OE/BAJA CALIFORNIA/JDE-06/01/2024 [26] Tijuana 2 bardas INE/OE/BC/JDE08/01/2024 [27] No se localizó propaganda INE/BC/03JDE/OE/CIRC/01/27-01-2024
SRE-PSC-565/2024,propaganda,5,aganda denunciada. 34. De las diversas constancias se aprecia que se certificó la existencia de 3 bardas [23] con mensajes alusivos a su informe de actividades como diputa da federal : Acta Lugar Número y tipo de propaganda INE/BC/JLE/VS/OE/0154/2024 [24] Mexicali No se localizó propaganda en cinco ubicaciones. INE/OE/BC/JDE-02/AC01/2024 [25] 1 barda INE/OE/BAJA CALIFORNIA/JDE-06/01/2024 [26] Tijuana 2 bardas INE/OE/BC/JDE08/01/2024 [27] No se localizó propaganda INE/BC/03JDE/OE/CIRC/01/27-01-2024 [28] INE/OE/BC/JDE-05/01/2024 35. El contenido de é stas se reprodu
